,Order Date,Sales,Category,Sub-Category
7521,2016-05-09,8.952,Office Supplies,Binders
3523,2016-05-09,116.0,Technology,Accessories
4946,2016-05-09,4.36,Office Supplies,Fasteners
1280,2016-05-09,278.4,Technology,Phones
5879,2016-05-09,192.16,Office Supplies,Paper
5381,2016-05-09,25.92,Office Supplies,Paper
7593,2016-05-09,887.271,Furniture,Chairs
7592,2016-05-09,7.872,Office Supplies,Art
440,2016-05-09,12.22,Furniture,Furnishings
1794,2016-05-09,107.94,Office Supplies,Art
4615,2016-05-09,28.44,Office Supplies,Fasteners
9141,2016-05-09,43.6,Technology,Phones
7549,2016-05-09,21.204,Furniture,Furnishings
7522,2016-05-09,8.856,Office Supplies,Binders
4944,2016-05-09,96.08,Office Supplies,Paper
4614,2016-05-09,62.79,Office Supplies,Appliances
445,2016-05-09,22.05,Office Supplies,Labels
7591,2016-05-09,71.246,Furniture,Chairs
7590,2016-05-09,58.248,Furniture,Furnishings
7070,2016-05-09,9.248,Office Supplies,Paper
4945,2016-05-09,11.68,Office Supplies,Binders
3616,2016-05-09,9.555,Office Supplies,Binders
5382,2016-05-09,15.808,Office Supplies,Fasteners
6776,2016-05-09,93.456,Office Supplies,Storage
3873,2016-05-09,23.472,Office Supplies,Envelopes
3874,2016-05-09,86.058,Office Supplies,Binders
444,2016-05-09,242.94,Furniture,Chairs
441,2016-05-09,194.94,Office Supplies,Storage
3144,2016-05-09,347.802,Furniture,Chairs
443,2016-05-09,91.36,Office Supplies,Paper
3875,2016-05-09,108.784,Technology,Phones
3876,2016-05-09,10.272,Office Supplies,Paper
442,2016-05-09,70.95,Office Supplies,Storage
140,2016-05-09,82.8,Furniture,Furnishings
7308,2016-05-11,158.13,Office Supplies,Envelopes
2783,2016-05-11,23.988,Technology,Phones
4267,2016-05-11,12.588,Office Supplies,Binders
8964,2016-05-11,756.8,Furniture,Furnishings
4268,2016-05-11,171.96,Technology,Accessories
7306,2016-05-11,72.0,Technology,Accessories
5698,2016-05-11,11.84,Office Supplies,Labels
6938,2016-05-11,479.72,Technology,Accessories
4266,2016-05-11,956.6648,Furniture,Bookcases
4370,2016-05-11,39.68,Office Supplies,Art
7307,2016-05-11,113.888,Furniture,Chairs
2449,2016-05-11,29.12,Office Supplies,Binders
8963,2016-05-11,89.97,Technology,Accessories
4369,2016-05-11,104.9,Office Supplies,Binders
4371,2016-05-11,51.75,Office Supplies,Labels
5176,2016-05-11,53.248,Office Supplies,Binders
4264,2016-05-11,863.128,Furniture,Tables
8962,2016-05-11,273.96,Furniture,Furnishings
4265,2016-05-11,3.564,Office Supplies,Binders
148,2016-05-12,149.97,Technology,Phones
3592,2016-05-12,465.18,Office Supplies,Storage
8775,2016-05-12,3.536,Office Supplies,Art
3008,2016-05-12,191.82,Furniture,Furnishings
9966,2016-05-12,109.69,Office Supplies,Envelopes
4184,2016-05-12,81.94,Furniture,Bookcases
149,2016-05-12,1951.84,Furniture,Chairs
6871,2016-05-12,11.952,Office Supplies,Labels
150,2016-05-12,171.55,Office Supplies,Binders
9965,2016-05-12,4.98,Office Supplies,Paper
147,2016-05-12,384.45,Technology,Phones
4596,2016-05-12,33.92,Office Supplies,Art
13,2016-05-12,407.976,Office Supplies,Binders
5059,2016-05-12,699.98,Technology,Phones
5060,2016-05-12,584.82,Office Supplies,Storage
9964,2016-05-12,13.4,Furniture,Furnishings
4802,2016-05-14,13.392,Office Supplies,Binders
4799,2016-05-14,43.6,Technology,Phones
4800,2016-05-14,4.768,Office Supplies,Art
7279,2016-05-14,185.528,Technology,Accessories
4801,2016-05-14,10.38,Office Supplies,Binders
2160,2016-05-14,79.384,Furniture,Furnishings
4798,2016-05-14,30.192,Furniture,Furnishings
4796,2016-05-14,57.582,Office Supplies,Binders
4797,2016-05-14,31.104,Office Supplies,Paper
7733,2016-05-15,15.232,Office Supplies,Paper
2097,2016-05-15,8.34,Office Supplies,Art
4964,2016-05-15,7.764,Office Supplies,Binders
4829,2016-05-15,13.776,Office Supplies,Binders
2095,2016-05-15,511.84,Office Supplies,Binders
2096,2016-05-15,91.96,Office Supplies,Art
1335,2016-05-16,552.56,Office Supplies,Storage
3944,2016-05-16,17.34,Office Supplies,Paper
9610,2016-05-16,27.72,Office Supplies,Labels
9609,2016-05-16,282.84,Furniture,Furnishings
1906,2016-05-17,2.952,Office Supplies,Binders
1907,2016-05-17,27.018,Office Supplies,Binders
7787,2016-05-17,7.896,Office Supplies,Fasteners
4706,2016-05-17,173.24,Furniture,Furnishings
4704,2016-05-17,65.17,Office Supplies,Supplies
4705,2016-05-17,14.62,Office Supplies,Labels
7786,2016-05-17,2.89,Office Supplies,Binders
7788,2016-05-17,22.608,Furniture,Furnishings
7789,2016-05-17,30.528,Office Supplies,Paper
1676,2016-05-18,104.28,Office Supplies,Storage
1677,2016-05-18,17.94,Office Supplies,Paper
2498,2016-05-19,9.584,Office Supplies,Binders
3530,2016-05-19,21.4,Office Supplies,Art
7466,2016-05-19,87.84,Office Supplies,Appliances
1720,2016-05-19,47.744,Office Supplies,Binders
1719,2016-05-19,39.76,Furniture,Furnishings
1718,2016-05-19,35.92,Furniture,Furnishings
1717,2016-05-19,454.9,Office Supplies,Storage
1716,2016-05-19,242.9,Office Supplies,Appliances
769,2016-05-19,641.96,Furniture,Chairs
792,2016-05-20,1363.96,Technology,Phones
638,2016-05-20,1049.2,Furniture,Furnishings
639,2016-05-20,15.424,Office Supplies,Binders
3687,2016-05-20,2.694,Office Supplies,Binders
3967,2016-05-20,40.635,Office Supplies,Binders
7067,2016-05-21,1.964,Office Supplies,Binders
2418,2016-05-21,2396.4,Technology,Machines
7068,2016-05-21,82.656,Office Supplies,Paper
523,2016-05-21,55.176,Technology,Phones
4360,2016-05-21,111.96,Office Supplies,Paper
524,2016-05-21,66.26,Technology,Accessories
9795,2016-05-21,3.798,Office Supplies,Binders
2440,2016-05-22,345.0,Technology,Phones
2441,2016-05-22,174.286,Furniture,Tables
2445,2016-05-22,257.98,Technology,Phones
2442,2016-05-22,662.84,Office Supplies,Appliances
2443,2016-05-22,95.1,Technology,Accessories
4723,2016-05-22,14.73,Office Supplies,Labels
2444,2016-05-22,26.88,Office Supplies,Envelopes
8455,2016-05-22,222.384,Technology,Phones
6428,2016-05-23,122.382,Technology,Phones
1444,2016-05-23,1979.928,Technology,Phones
1577,2016-05-23,4.98,Office Supplies,Paper
6427,2016-05-23,10.368,Office Supplies,Paper
1329,2016-05-23,37.05,Furniture,Furnishings
6425,2016-05-23,8399.976,Technology,Copiers
6426,2016-05-23,6.294,Office Supplies,Binders
5001,2016-05-24,69.5,Office Supplies,Supplies
5002,2016-05-24,191.6,Office Supplies,Paper
8481,2016-05-24,16.656,Office Supplies,Art
2986,2016-05-25,19.36,Office Supplies,Paper
2985,2016-05-25,24.96,Furniture,Furnishings
2987,2016-05-25,1267.65,Office Supplies,Storage
9275,2016-05-26,184.704,Office Supplies,Storage
9500,2016-05-26,26.94,Furniture,Furnishings
1641,2016-05-26,41.37,Furniture,Furnishings
3214,2016-05-26,34.848,Office Supplies,Appliances
1275,2016-05-26,14.352,Office Supplies,Paper
1638,2016-05-26,19.44,Office Supplies,Paper
6604,2016-05-26,5.94,Office Supplies,Fasteners
1273,2016-05-26,10.368,Office Supplies,Paper
6605,2016-05-26,45.36,Office Supplies,Paper
1639,2016-05-26,9.64,Office Supplies,Binders
9276,2016-05-26,47.92,Technology,Accessories
1640,2016-05-26,12.7,Office Supplies,Paper
6607,2016-05-26,484.704,Furniture,Chairs
6608,2016-05-26,371.976,Technology,Machines
1276,2016-05-26,63.992,Technology,Accessories
1274,2016-05-26,388.43,Furniture,Chairs
3213,2016-05-26,1.504,Office Supplies,Art
6606,2016-05-26,211.168,Technology,Phones
5172,2016-05-27,314.55,Office Supplies,Paper
7868,2016-05-27,13.38,Office Supplies,Paper
5171,2016-05-27,144.12,Office Supplies,Paper
7605,2016-05-27,5.584,Furniture,Furnishings
7606,2016-05-27,1297.368,Office Supplies,Storage
7604,2016-05-27,25.176,Furniture,Furnishings
5170,2016-05-27,3504.9,Furniture,Chairs
3169,2016-05-28,62.192,Office Supplies,Paper
3423,2016-05-28,22.72,Office Supplies,Binders
3421,2016-05-28,182.72,Office Supplies,Paper
3168,2016-05-28,390.272,Furniture,Chairs
3531,2016-05-28,54.9,Office Supplies,Supplies
3424,2016-05-28,558.4,Technology,Machines
3420,2016-05-28,262.24,Office Supplies,Appliances
852,2016-05-28,185.88,Office Supplies,Art
3422,2016-05-28,131.6,Technology,Accessories
7314,2016-05-28,286.4,Technology,Phones
534,2016-05-29,22.75,Office Supplies,Binders
3957,2016-05-29,11.277,Office Supplies,Binders
533,2016-05-29,979.95,Technology,Phones
3958,2016-05-29,4.448,Office Supplies,Art
3959,2016-05-29,44.76,Furniture,Furnishings
501,2016-05-30,14.952,Office Supplies,Binders
7259,2016-05-30,45.36,Office Supplies,Paper
8296,2016-05-30,111.98,Technology,Accessories
502,2016-05-30,801.568,Furniture,Chairs
500,2016-05-30,22.62,Office Supplies,Binders
978,2016-05-30,3.282,Office Supplies,Binders
7254,2016-05-30,47.4,Furniture,Furnishings
7408,2016-05-30,167.84,Furniture,Furnishings
5470,2016-05-30,123.92,Office Supplies,Appliances
7258,2016-05-30,14.7,Office Supplies,Art
8295,2016-05-30,26.55,Office Supplies,Envelopes
7066,2016-05-30,38.88,Office Supplies,Paper
7255,2016-05-30,49.76,Office Supplies,Storage
9717,2016-05-30,79.96,Technology,Phones
9718,2016-05-30,223.96,Technology,Accessories
7260,2016-05-30,125.99,Technology,Phones
7257,2016-05-30,629.1,Office Supplies,Paper
7256,2016-05-30,5.56,Office Supplies,Art
5302,2016-05-30,62.1,Office Supplies,Labels
7253,2016-05-30,364.74,Office Supplies,Appliances
503,2016-05-30,2.376,Office Supplies,Binders
5301,2016-05-30,1979.7,Technology,Accessories
5300,2016-05-30,2275.5,Furniture,Tables
1233,2016-05-30,839.988,Technology,Copiers
504,2016-05-30,32.792,Office Supplies,Paper
9631,2016-05-31,179.7,Technology,Phones
9630,2016-05-31,7.152,Office Supplies,Binders
8900,2016-05-31,32.064,Furniture,Furnishings
8903,2016-05-31,10.368,Office Supplies,Paper
8902,2016-05-31,191.079,Furniture,Chairs
8901,2016-05-31,18.496,Office Supplies,Paper
5809,2016-06-02,132.224,Furniture,Furnishings
8442,2016-06-03,431.94,Technology,Phones
8984,2016-06-03,145.98,Furniture,Tables
8983,2016-06-03,159.04,Furniture,Furnishings
8444,2016-06-03,68.238,Technology,Phones
8443,2016-06-03,2.043,Office Supplies,Binders
8982,2016-06-03,1.728,Office Supplies,Binders
8981,2016-06-03,2.334,Office Supplies,Appliances
8798,2016-06-04,1294.75,Technology,Phones
3358,2016-06-05,3.208,Office Supplies,Binders
2380,2016-06-05,49.568,Office Supplies,Paper
2379,2016-06-05,7.216,Office Supplies,Fasteners
6632,2016-06-05,54.48,Office Supplies,Appliances
3359,2016-06-05,26.176,Technology,Accessories
2381,2016-06-05,54.712,Furniture,Furnishings
9675,2016-06-05,41.6,Furniture,Furnishings
5532,2016-06-06,26.85,Technology,Accessories
9661,2016-06-06,26.96,Technology,Accessories
9662,2016-06-06,477.6,Technology,Phones
5534,2016-06-06,59.94,Office Supplies,Paper
5533,2016-06-06,323.37,Technology,Accessories
5535,2016-06-06,64.14,Office Supplies,Binders
5084,2016-06-06,105.52,Office Supplies,Paper
264,2016-06-06,328.224,Technology,Phones
5536,2016-06-06,11.67,Office Supplies,Binders
9120,2016-06-06,99.9,Office Supplies,Paper
5537,2016-06-06,12.96,Office Supplies,Paper
9898,2016-06-06,82.64,Furniture,Furnishings
9119,2016-06-06,22.05,Office Supplies,Labels
9660,2016-06-06,3023.928,Technology,Phones
5531,2016-06-06,179.94,Technology,Accessories
433,2016-06-06,714.3,Office Supplies,Storage
9897,2016-06-06,466.32,Furniture,Furnishings
9510,2016-06-08,38.34,Office Supplies,Art
5942,2016-06-08,211.168,Technology,Phones
3446,2016-06-08,70.88,Office Supplies,Paper
1041,2016-06-09,31.86,Technology,Accessories
2685,2016-06-09,95.952,Office Supplies,Envelopes
4513,2016-06-09,10.784,Office Supplies,Storage
98,2016-06-09,77.88,Office Supplies,Appliances
5351,2016-06-09,41.92,Office Supplies,Paper
1042,2016-06-09,722.352,Furniture,Bookcases
2686,2016-06-09,3.204,Office Supplies,Binders
5352,2016-06-09,329.584,Technology,Phones
7644,2016-06-10,67.96,Technology,Accessories
6264,2016-06-10,28.85,Office Supplies,Binders
7641,2016-06-10,703.71,Technology,Machines
7643,2016-06-10,11.976,Office Supplies,Binders
7642,2016-06-10,17.904,Office Supplies,Binders
128,2016-06-11,81.424,Furniture,Chairs
4970,2016-06-11,207.984,Furniture,Chairs
4971,2016-06-11,36.112,Office Supplies,Paper
129,2016-06-11,238.56,Furniture,Furnishings
4972,2016-06-11,35.568,Furniture,Furnishings
4973,2016-06-11,88.768,Office Supplies,Paper
4983,2016-06-11,84.84,Office Supplies,Storage
2936,2016-06-12,47.208,Office Supplies,Binders
2935,2016-06-12,35.89,Office Supplies,Envelopes
8568,2016-06-12,968.744,Office Supplies,Binders
2934,2016-06-12,431.976,Technology,Phones
2938,2016-06-12,189.7,Office Supplies,Paper
2939,2016-06-12,59.808,Office Supplies,Binders
8570,2016-06-12,479.984,Technology,Copiers
2937,2016-06-12,248.08,Office Supplies,Paper
2933,2016-06-12,156.792,Technology,Phones
1132,2016-06-12,19.44,Office Supplies,Paper
9978,2016-06-12,13.376,Office Supplies,Binders
9979,2016-06-12,437.472,Office Supplies,Binders
8569,2016-06-12,222.352,Office Supplies,Binders
9977,2016-06-12,13.86,Office Supplies,Fasteners
9973,2016-06-12,271.96,Technology,Phones
9974,2016-06-12,18.69,Office Supplies,Art
9975,2016-06-12,13.36,Office Supplies,Paper
9976,2016-06-12,249.584,Technology,Phones
6593,2016-06-13,33.568,Office Supplies,Binders
3661,2016-06-13,377.97,Technology,Phones
4141,2016-06-13,18.9,Office Supplies,Labels
7992,2016-06-14,18.464,Technology,Accessories
7991,2016-06-14,39.936,Office Supplies,Binders
5870,2016-06-14,1293.488,Furniture,Tables
7879,2016-06-14,337.176,Furniture,Tables
5427,2016-06-14,599.165,Furniture,Bookcases
9059,2016-06-14,1115.17,Furniture,Tables
1100,2016-06-14,29.29,Technology,Accessories
1101,2016-06-14,8.64,Office Supplies,Art
1098,2016-06-14,7.04,Office Supplies,Art
1099,2016-06-14,8.73,Furniture,Furnishings
6049,2016-06-15,173.488,Office Supplies,Paper
9455,2016-06-16,91.475,Technology,Machines
9743,2016-06-16,9.45,Office Supplies,Labels
4178,2016-06-16,46.35,Office Supplies,Paper
6615,2016-06-17,239.666,Furniture,Bookcases
59,2016-06-17,30.0,Technology,Accessories
7531,2016-06-17,266.352,Furniture,Furnishings
57,2016-06-17,319.41,Furniture,Chairs
58,2016-06-17,14.56,Office Supplies,Paper
60,2016-06-17,48.48,Office Supplies,Binders
61,2016-06-17,1.68,Office Supplies,Art
56,2016-06-17,32.4,Office Supplies,Paper
6616,2016-06-17,22.5,Office Supplies,Labels
3536,2016-06-17,40.74,Office Supplies,Storage
7745,2016-06-17,9.84,Office Supplies,Art
7744,2016-06-17,566.97,Technology,Phones
7743,2016-06-17,7.96,Office Supplies,Binders
1551,2016-06-17,111.96,Office Supplies,Paper
9603,2016-06-17,376.866,Furniture,Tables
7532,2016-06-17,483.136,Furniture,Chairs
6617,2016-06-17,219.84,Office Supplies,Paper
55,2016-06-17,208.56,Office Supplies,Storage
6848,2016-06-18,76.864,Office Supplies,Paper
9547,2016-06-18,6.848,Office Supplies,Paper
9548,2016-06-18,4.626,Office Supplies,Binders
9549,2016-06-18,453.6,Office Supplies,Appliances
940,2016-06-19,17.12,Office Supplies,Paper
1945,2016-06-20,10.368,Office Supplies,Paper
1944,2016-06-20,95.968,Technology,Accessories
935,2016-06-20,15.552,Office Supplies,Paper
936,2016-06-20,447.696,Office Supplies,Appliances
934,2016-06-20,29.718,Office Supplies,Binders
7287,2016-06-20,57.69,Furniture,Furnishings
933,2016-06-20,45.056,Office Supplies,Paper
1306,2016-06-20,46.76,Office Supplies,Paper
1310,2016-06-20,161.568,Furniture,Chairs
1308,2016-06-20,21.78,Office Supplies,Appliances
1309,2016-06-20,161.94,Office Supplies,Storage
7286,2016-06-20,6.9,Technology,Accessories
47,2016-06-20,45.0,Technology,Accessories
850,2016-06-20,5.16,Office Supplies,Art
851,2016-06-20,38.88,Office Supplies,Paper
48,2016-06-20,21.8,Technology,Phones
1307,2016-06-20,17.712,Office Supplies,Binders
5227,2016-06-21,353.568,Furniture,Bookcases
5226,2016-06-21,186.144,Office Supplies,Binders
8658,2016-06-21,0.836,Office Supplies,Binders
5225,2016-06-21,36.56,Office Supplies,Binders
2085,2016-06-23,18.45,Office Supplies,Labels
6928,2016-06-23,21.93,Office Supplies,Labels
3943,2016-06-23,835.17,Office Supplies,Supplies
2084,2016-06-23,122.12,Office Supplies,Labels
2086,2016-06-23,324.9,Office Supplies,Storage
6927,2016-06-23,93.68,Office Supplies,Storage
2088,2016-06-23,3.96,Office Supplies,Fasteners
7018,2016-06-23,25.83,Office Supplies,Labels
2087,2016-06-23,146.73,Office Supplies,Paper
6930,2016-06-23,19.98,Office Supplies,Paper
6929,2016-06-23,862.344,Technology,Phones
9165,2016-06-24,4476.8,Technology,Machines
9166,2016-06-24,104.85,Office Supplies,Paper
9167,2016-06-24,241.44,Office Supplies,Appliances
3528,2016-06-24,38.24,Technology,Phones
4687,2016-06-24,440.91,Technology,Phones
4703,2016-06-24,8.712,Office Supplies,Appliances
2145,2016-06-25,422.058,Furniture,Chairs
2146,2016-06-25,38.088,Office Supplies,Binders
2147,2016-06-25,254.352,Office Supplies,Storage
7426,2016-06-25,32.712,Furniture,Furnishings
2190,2016-06-25,60.81,Office Supplies,Appliances
7425,2016-06-25,85.246,Furniture,Chairs
8687,2016-06-26,17.9,Office Supplies,Fasteners
9773,2016-06-26,135.95,Technology,Phones
3956,2016-06-26,22.14,Furniture,Furnishings
6505,2016-06-26,5.304,Office Supplies,Art
8686,2016-06-26,231.72,Office Supplies,Supplies
8261,2016-06-26,171.04,Office Supplies,Storage
1693,2016-06-26,13.616,Technology,Accessories
8688,2016-06-26,12.48,Office Supplies,Paper
480,2016-06-26,704.25,Office Supplies,Storage
9026,2016-06-26,37.74,Furniture,Furnishings
9025,2016-06-26,139.96,Technology,Accessories
9024,2016-06-26,20.97,Technology,Accessories
479,2016-06-26,14.7,Office Supplies,Art
8260,2016-06-26,8.02,Office Supplies,Binders
8259,2016-06-26,368.91,Office Supplies,Paper
1285,2016-06-26,14.9,Office Supplies,Storage
6148,2016-06-27,201.584,Technology,Phones
2904,2016-06-27,539.658,Furniture,Chairs
2903,2016-06-27,37.464,Office Supplies,Paper
6753,2016-06-28,7.96,Office Supplies,Binders
6751,2016-06-28,8.74,Office Supplies,Appliances
6754,2016-06-28,275.24,Office Supplies,Appliances
6752,2016-06-28,61.96,Office Supplies,Paper
4306,2016-06-28,7.752,Office Supplies,Binders
3921,2016-06-28,359.976,Technology,Phones
6750,2016-06-28,121.96,Furniture,Chairs
4307,2016-06-28,33.568,Office Supplies,Binders
1900,2016-06-29,191.88,Office Supplies,Storage
8230,2016-06-30,35.97,Office Supplies,Art
8881,2016-06-30,50.12,Technology,Accessories
8231,2016-06-30,1266.86,Furniture,Bookcases
2161,2016-07-01,34.58,Office Supplies,Art
8030,2016-07-01,23.076,Furniture,Furnishings
8031,2016-07-01,25.92,Office Supplies,Paper
2695,2016-07-02,30.352,Office Supplies,Paper
1728,2016-07-02,100.0,Technology,Accessories
1729,2016-07-02,7.83,Office Supplies,Labels
9114,2016-07-02,623.96,Technology,Phones
838,2016-07-03,21.072,Technology,Phones
8516,2016-07-04,3.64,Office Supplies,Art
753,2016-07-04,1199.976,Technology,Copiers
9935,2016-07-04,36.744,Office Supplies,Storage
9368,2016-07-04,37.94,Office Supplies,Paper
4734,2016-07-04,658.746,Furniture,Chairs
9934,2016-07-04,33.528,Office Supplies,Appliances
2179,2016-07-05,85.232,Office Supplies,Binders
2180,2016-07-05,44.4,Office Supplies,Labels
2181,2016-07-05,442.764,Furniture,Chairs
2184,2016-07-05,63.68,Furniture,Furnishings
2182,2016-07-05,3999.95,Technology,Machines
2183,2016-07-05,199.95,Technology,Accessories
9582,2016-07-06,9.648,Office Supplies,Fasteners
3148,2016-07-06,32.4,Office Supplies,Paper
3576,2016-07-06,4.784,Office Supplies,Binders
3577,2016-07-06,4.73,Office Supplies,Paper
2374,2016-07-07,253.372,Furniture,Chairs
724,2016-07-07,45.584,Office Supplies,Supplies
2373,2016-07-07,23.688,Office Supplies,Paper
1798,2016-07-07,215.65,Furniture,Furnishings
2371,2016-07-07,60.288,Furniture,Furnishings
2372,2016-07-07,2.632,Office Supplies,Fasteners
3982,2016-07-07,287.968,Furniture,Chairs
6523,2016-07-07,10.08,Office Supplies,Labels
6526,2016-07-07,9.42,Office Supplies,Binders
6524,2016-07-07,59.994,Technology,Phones
3983,2016-07-07,2799.96,Technology,Copiers
6525,2016-07-07,5.715,Office Supplies,Binders
8797,2016-07-07,45.98,Office Supplies,Art
8796,2016-07-07,12.96,Office Supplies,Paper
3984,2016-07-07,48.94,Office Supplies,Paper
6582,2016-07-08,179.97,Technology,Accessories
4750,2016-07-10,837.6,Technology,Machines
